주택매매가격지수-종합(전국),
날짜,전년동기대비 증가율
2021년 09월,9.88134336
2021년 10월,10.50184755
2021년 11월,10.60277504
2021년 12월,9.932720272
2022년 01월,9.177024697
2022년 02월,8.240561445
2022년 03월,7.4685825
2022년 04월,6.777858045
2022년 05월,6.051345889
2022년 06월,4.8372099
2022년 07월,3.872467753
2022년 08월,2.588585755
2022년 09월,1.162208944
2022년 10월,-0.497675894
2022년 11월,-2.474024761
2022년 12월,-4.677155231
2023년 01월,-6.19346771
2023년 02월,-7.295715445
2023년 03월,-8.038440977
2023년 04월,-8.520692257
2023년 05월,-8.734713424
2023년 06월,-8.778004517
2023년 07월,-8.684214089
2023년 08월,-8.28009538
2023년 09월,-7.600049176
2023년 10월,-6.695364302
2023년 11월,-5.365939278
2023년 12월,-3.555928425
2024년 01월,-2.232827703
2024년 02월,-1.241899999
2024년 03월,-0.580797189
2024년 04월,-0.166316871
2024년 05월,0.032566152
2024년 06월,0.125144316
2024년 07월,0.249816316
2024년 08월,0.333373242
