주택매매거래현황-주택(전국),
날짜,전년동기대비 증가율
2023년 06월,4.548346056
2023년 07월,21.64141414
2023년 08월,45.16337846
2023년 09월,52.60315403
2023년 10월,48.5686756
2023년 11월,50.28127068
2023년 12월,32.97905814
2024년 01월,67.04708668
2024년 02월,5.583744022
2024년 03월,0.922935815
2024년 04월,22.41614972
2024년 05월,4.095983761
2024년 06월,6.023729845
2024년 07월,41.78119161
2024년 08월,17.58501687
