아파트 이름,건축 연도,전용 면적 (㎡),층,거래 금액 (만원),거래 일자,주소,읍면동,평당 가격 (만원),면적 범주,읍면동_구미동,읍면동_금곡동,읍면동_대장동,읍면동_백현동,읍면동_분당동,읍면동_삼평동,읍면동_서현동,읍면동_수내동,읍면동_야탑동,읍면동_운중동,읍면동_이매동,읍면동_정자동,읍면동_판교동
이매촌(진흥),1993,59.58,13,99500,2024-01-08,경기 성남시 분당구 양현로 111,이매동,1670.0234978180597,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교원마을3단지(푸르지오),2009,84.51,17,137000,2024-01-09,경기 성남시분당구 판교로 629,판교동,1621.109927819193,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
샛별마을(동성),1992,84.82,5,111000,2024-01-09,"경기 성남시분당구, 경기 수원시영통구 분당로 35",분당동,1308.65361942938,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(동성),1992,59.4,3,82500,2024-01-14,경기 성남시분당구 분당로 35,분당동,1388.888888888889,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교퍼스트힐푸르지오1단지,2021,84.97,11,104500,2024-01-12,경기 용인시수지구 판교대장로7길 592,대장동,1229.8458279392728,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을12단지(힐스테이트),2009,101.98,9,128000,2024-01-20,경기 성남시분당구 서판교로 494,판교동,1255.148068248676,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
백현마을2단지(주공),2009,118.41,18,210000,2024-01-17,경기 성남시분당구 동판교로 545,백현동,1773.4988598935902,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대I-PARK2,2003,145.46,13,178000,2024-01-05,경기 성남시분당구 정자일로213번길 10-1,정자동,1223.704111095834,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교알파리움2단지,2015,129.399,2,232500,2024-01-09,경기 성남시분당구 판교역로 530,백현동,1796.7681357661188,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(2단지)(LG),1995,101.85,11,126000,2024-01-09,경기 성남시분당구 정자로 111,정자동,1237.1134020618558,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
샛별마을(동성),1992,84.82,3,107000,2024-01-20,경기 성남시분당구 분당로 35,분당동,1261.4949304409338,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,84.6,14,112000,2024-01-18,경기 성남시 분당구 장미로 330,야탑동,1323.8770685579198,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
효자촌(대우),1994,53.82,3,67300,2024-01-04,경기 성남시분당구 분당로263번길 308,서현동,1250.4645113340766,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,56.592,20,110000,2024-01-04,경기 성남시분당구 판교원로 637,판교동,1943.7376307605316,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무지개(4단지)(주공),1995,49.67,15,64000,2024-01-08,경기 성남시분당구 미금로 220,구미동,1288.5041272397825,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(1단지)(대림),1995,84.97,8,88000,2024-01-20,경기 성남시분당구 미금로 211,구미동,1035.6596445804403,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을12단지(힐스테이트),2009,118.6,12,146000,2024-01-20,경기 성남시분당구 서판교로 494,판교동,1231.028667790894,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무지개(12단지)(주공뜨란체),1995,58.14,14,59500,2024-01-20,경기 성남시분당구 미금로22번길 212,구미동,1023.3918128654971,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
까치마을(2단지)(주공),1995,58.14,6,85000,2024-01-24,경기 성남시 분당구 미금일로 88,구미동,1461.9883040935672,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(화성),1994,70.686,9,100000,2024-01-09,경기 성남시분당구 불정로 308,서현동,1414.707297060238,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
푸른마을(쌍용),1992,131.4,12,160000,2024-01-10,경기 성남시 분당구 백현로 75,수내동,1217.6560121765601,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
이매촌(진흥),1993,59.58,8,101000,2024-01-18,경기 성남분당구 양현로 111,이매동,1695.1997314535079,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
하얀마을(5단지)(주공),1995,35.28,8,48700,2024-01-25,경기 성남분당구 미금일로 110,구미동,1380.3854875283446,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(동부),1993,84.99,13,108000,2024-01-15,경기 성남시 분당구 장미로 330,야탑동,1270.7377338510414,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
효자촌(대우),1994,84.696,6,100000,2024-01-12,  분당로263번길 308,서현동,1180.6933031075848,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을8단지(부영사랑으로),2008,59.524,13,105000,2024-01-05,경기 성남시 분당구 산운로 956,운중동,1763.9943552180632,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
판교원마을12단지(힐스테이트),2009,115.87,12,147000,2024-01-20,경기 성남시분당구 서판교로 494,판교동,1268.6631569862777,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
효자촌(럭키),1994,53.82,6,70000,2024-01-12,경기 성남시분당구 불정로 308,서현동,1300.6317354143441,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
현대I-PARK2,2003,162.01,4,185000,2024-01-04,경기 성남시분당구 정자일로213번길 10-1,정자동,1141.904820690081,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
탑마을(대우),1992,101.76,8,118800,2024-01-06,경기 성남시분당구 판교로 535,야탑동,1167.4528301886792,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미마을(동부),1993,84.99,16,106000,2024-01-20,경기 성남시 분당구 장미로 330,야탑동,1247.2055535945406,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
시범한양,1991,59.13,14,106000,2024-01-15,경기 성남시분당구 중앙공원로 91,서현동,1792.6602401488246,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(1단지)(청구),1994,49.35,14,75000,2024-01-06,"경기 성남시분당구, 경기 성남시수정구 불정로 110",정자동,1519.756838905775,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
탑마을(선경)1,1992,131.4,15,129000,2024-01-03,경기 성남시분당구 야탑로 536,야탑동,981.7351598173516,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
푸른마을(벽산),1992,84.72,8,121000,2024-01-04,경기 성남시분당구 수내로 71,수내동,1428.2341831916904,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,42.75,21,67000,2024-01-06,경기 성남시분당구 백현로 102,정자동,1567.251461988304,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
청솔마을(한라),1995,69.12,10,105500,2024-01-11,경기 성남시분당구 정자일로 181,금곡동,1526.3310185185185,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상록마을(라이프1차),1994,128.7,5,155000,2024-01-20,경기 성남시분당구 정자로 124,정자동,1204.3512043512044,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
한솔마을(6단지)(주공),1995,37.67,1,51800,2024-01-15,경기 성남시분당구 내정로 117,정자동,1375.0995487125033,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크뷰,2004,84.99,28,181000,2024-01-02,경기 성남시분당구 정자일로 6,정자동,2129.6623132133195,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(한신),1992,66.27,6,98000,2024-01-14,경기 성남시분당구 서현로 124,이매동,1478.7988531763997,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(계룡),1996,55.44,2,85500,2024-01-16,경기 성남시분당구 정자일로 176,금곡동,1542.2077922077922,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(임광),1992,59.73,1,73000,2024-01-12,경기 성남시분당구 불정로 292,서현동,1222.1664155365813,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.85,14,122000,2024-01-21,경기 성남시분당구 동판교로 722,삼평동,2038.4294068504594,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범삼성,1991,59.995,4,110000,2024-01-16,경기 성남시분당구 중앙공원로 87,서현동,1833.4861238436538,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
로얄팰리스,2003,208.87,9,216000,2024-01-09,경기 성남시분당구 성남대로 28-1,정자동,1034.1360654952841,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
백현마을7단지(주공),2009,74.76,20,155000,2024-01-16,경기 성남시 분당구 판교역로 556,백현동,2073.301230604601,15~25평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(라이프),1992,84.99,20,105200,2024-01-17,경기 성남시분당구 분당로 34,분당동,1237.7926814919404,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(영남),1995,84.96,21,110000,2024-01-19,서울 강동구 성남대로171번길 177,금곡동,1294.7269303201508,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(풍림),1993,75.15,11,138000,2024-01-03,경기 성남시분당구 탄천로 140,이매동,1836.3273453093811,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
한솔마을(3단지)(한일),1993,101.95,13,90000,2024-01-19,  백현로 107,정자동,882.7856792545365,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(한신),1992,66.27,6,101000,2024-01-05,경기 성남시 분당구 서현로 124,이매동,1524.0682058246568,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(서광),1995,84.96,2,111000,2024-01-10,경기 성남시분당구 성남대로171번길 177,금곡동,1306.4971751412431,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(삼호),1992,84.84,2,113000,2024-01-03,경기 성남시분당구 탄천로 133,이매동,1331.9189061763318,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
시범한양,1991,134.87,13,168000,2024-01-12,"경기 성남시분당구, 서울 성북구 중앙공원로 91",서현동,1245.6439534366427,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(한신),1992,66.27,6,101000,2024-01-05,경기 성남시분당구 서현로 124,이매동,1524.0682058246568,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교더샵포레스트11단지,2021,84.995,16,115000,2024-01-02,경기 성남시수정구 판교대장로5길 638,대장동,1353.0207659274074,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(8단지)(한진),1995,68.04,3,110000,2024-01-18,서울 서초구 불정로 192,정자동,1616.6960611405054,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
탑마을(주공),1993,35.28,8,49000,2024-01-14,"경기 성남시 분당구, 서울 영등포구 매화로 518",야탑동,1388.888888888889,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
까치마을(2단지)(주공),1995,58.14,1,80700,2024-01-12,경기 성남시분당구 미금일로 88,구미동,1388.0288957688338,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범삼성,1991,84.69,4,145000,2024-01-12,경기 성남시분당구 중앙공원로 87,서현동,1712.1265792891722,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(한라),1995,58.8,11,94500,2024-01-15,경기 성남시분당구 정자일로 181,금곡동,1607.142857142857,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,134.413,16,185000,2024-01-05,경기 성남시분당구 내정로 55,수내동,1376.3549656655234,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
판교더샵포레스트12단지,2021,84.9852,5,113000,2024-01-12,  판교대장로5길 641,대장동,1329.6432790650606,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,101.835,1,139000,2024-01-04,경기 성남시분당구 내정로 55,수내동,1364.9531104237246,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
파크타운(서안),1993,84.78,9,115500,2024-01-05,경기 성남분당구 내정로174번길 52,수내동,1362.3496107572541,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
시범한양,1991,35.1,15,66500,2024-01-16,경기 성남시분당구 중앙공원로 91,서현동,1894.5868945868945,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,56.555,4,105000,2024-01-07,경기 성남시분당구 판교원로 637,판교동,1856.5997701352665,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
이매촌(삼성),1994,73.25,14,108000,2024-01-10,경기 성남시분당구 양현로 100,이매동,1474.4027303754267,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
봇들마을3단지(주공),2009,74.45,6,131000,2024-01-04,경기 성남시분당구 동판교로 722,삼평동,1759.5701813297514,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,74.14,14,87000,2024-01-02,경기 남양주시 경기 성남분당구 장미로 330,야탑동,1173.4556244942003,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
무지개(4단지)(주공),1995,58.14,11,57000,2024-01-09,경기 성남분당구 미금로 220,구미동,980.3921568627451,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범삼성,1991,84.69,4,145000,2024-01-12,경기 성남시 분당구 중앙공원로 87,서현동,1712.1265792891722,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
푸른마을(신성),1992,131.4,7,157000,2024-01-06,경기 성남시분당구 수내로 73,수내동,1194.8249619482497,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
판교원마을12단지(힐스테이트),2009,101.76,9,130000,2024-01-04,경기 성남시분당구 서판교로 494,판교동,1277.5157232704403,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
현대I-PARK1,2003,80.82,25,114500,2024-01-13,경기 성남분당구 서울 송파구 정자일로 9,정자동,1416.7285325414502,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
산운마을13단지(태영),2010,101.67,16,133500,2024-01-15,경기 성남분당구 판교원로82번길 918,운중동,1313.071702567129,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
정든마을(6단지)(한진),1995,162.36,18,115000,2024-01-12,  내정로 191,정자동,708.3025375708302,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
아름마을(두산),1992,84.84,8,105000,2024-01-05,경기 성남시분당구 탄천로 133,이매동,1237.6237623762377,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
아름마을(건영),1992,133.89,12,138000,2024-01-06,경기 성남시분당구 판교로 132,이매동,1030.696840690119,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
한솔마을(4단지)(주공),1994,35.28,6,55800,2024-01-11,  백현로 102,정자동,1581.6326530612243,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미마을(현대),1993,41.76,2,53500,2024-01-04,경기 성남분당구 장미로 334,야탑동,1281.1302681992338,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
하얀마을(5단지)(주공),1995,39.01,14,59500,2024-01-02,경기 성남시분당구 미금일로 110,구미동,1525.2499359138683,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상록마을(우성)1,1994,55.14,6,100000,2024-01-06,경기 성남시분당구 내정로 121,정자동,1813.5654697134567,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을12단지(힐스테이트),2009,101.76,8,128000,2024-01-06,경기 성남시분당구 서판교로 494,판교동,1257.8616352201257,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
판교원마을12단지(힐스테이트),2009,101.76,9,130000,2024-01-04,경기 성남시 분당구 서판교로 494,판교동,1277.5157232704403,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
한솔마을(4단지)(주공),1994,35.28,12,55000,2024-01-03,경기 성남시분당구 백현로 102,정자동,1558.9569160997733,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을1단지(파라곤),2009,118.91,6,161000,2024-01-01,경기 성남분당구 판교로 622,판교동,1353.965183752418,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
탑마을(대우),1992,134.31,13,128000,2024-01-06,경기 성남시 분당구 판교로 535,야탑동,953.0191348373166,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
시범삼성,1991,192.15,28,228500,2024-01-08,경기 성남시분당구 중앙공원로 87,서현동,1189.175123601353,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,35.28,6,55800,2024-01-05,  백현로 102,정자동,1581.6326530612243,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
한솔마을(4단지)(주공),1994,35.28,6,58500,2024-01-05,  백현로 102,정자동,1658.1632653061224,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
청솔마을(대원),1994,129.45,1,135000,2024-02-01,경기 성남시분당구 미금로 141,금곡동,1042.8736964078796,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대I-PARK3,2003,156.03,22,188000,2024-02-06,경기 성남시분당구 정자일로213번길 11,정자동,1204.8964942639236,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
양지마을(금호1),1992,164.25,6,205000,2024-02-27,경기 성남시분당구 수내로 34,수내동,1248.097412480974,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,59.55,9,80000,2024-02-01,경기 성남시분당구 장미로 330,야탑동,1343.408900083963,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,56.555,9,104500,2024-02-29,경기 성남시분당구 판교원로 637,판교동,1847.758818848908,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
판교알파리움2단지,2015,129.253,17,230000,2024-02-23,경기 성남시분당구 판교역로 530,백현동,1779.4557959969984,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(주공9단지),1995,36.54,9,60700,2024-02-29,경기 성남시분당구 미금로 133,금곡동,1661.1932129173508,15평 이하,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교더샵포레스트11단지,2021,84.995,19,99000,2024-02-26,경기 성남시 분당구 판교대장로5길 638,대장동,1164.774398494029,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(효성),1994,130.35,11,190000,2024-02-26,경기 성남시분당구 이매로 143,이매동,1457.614115841964,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
아름마을(선경),1993,83.58,15,147000,2024-02-26,경기 성남시 분당구 이매로 142,이매동,1758.7939698492462,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
효자촌(화성),1994,53.82,10,50000,2024-02-29,  불정로 308,서현동,929.0226681531029,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을6단지(판교대광로제비앙),2009,58.14,18,101000,2024-02-28,경기 성남시분당구 판교원로 635,판교동,1737.1861025111798,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
탑마을(진덕),1993,131.4,1,123500,2024-02-27,경기 성남시 분당구 양현로 530,야탑동,939.8782343987823,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
파크타운(서안),1993,101.835,7,155000,2024-02-29,경기 성남시분당구 수내로 52,수내동,1522.0700152207003,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
한솔마을(6단지)(주공),1995,58.71,6,84700,2024-02-21,경기 성남시분당구 내정로 117,정자동,1442.6843808550502,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을7단지(모아미래도),2009,56.555,10,107500,2024-02-24,경기 성남시분당구 판교원로 637,판교동,1900.8045265670587,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
상록마을(우성)1,1994,129.72,1,165000,2024-02-23,경기 성남시분당구 내정로 121,정자동,1271.9703977798335,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을11단지(힐스테이트),2009,115.33,5,160000,2024-02-20,경기 성남시분당구 서판교로 513,판교동,1387.3233330443077,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
시범삼성,1991,59.995,3,104000,2024-02-26,경기 성남시분당구 중앙공원로 87,서현동,1733.4777898158181,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(계룡),1996,84.97,10,124500,2024-02-23,경기 성남시분당구 정자일로 176,금곡동,1465.2230198893728,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(현대),1993,59.4,6,79000,2024-02-27,경기 성남시 분당구 장미로 334,야탑동,1329.96632996633,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
판교원마을12단지(힐스테이트),2009,115.87,7,145000,2024-02-26,경기 성남시분당구 서판교로 494,판교동,1251.4024337619746,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
판교풍경채어바니티(5단지),2021,84.973,7,110000,2024-02-24,"경기 부천시 원미구, 경기 용인시 수지구 판교대장로5길 642",대장동,1294.5288503406964,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(3단지)(건영),1996,84.97,6,93000,2024-02-26,경기 성남시분당구 미금로 201,구미동,1094.5039425679652,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(5단지)(신화),1995,134.31,25,148000,2024-02-29,경기 성남시분당구 정자로 192,정자동,1101.9283746556473,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크타운(롯데),1993,186.099,14,185000,2024-02-20,경기 성남시분당구 내정로 55,수내동,994.0945410775986,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
